Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2007,Both sexes,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,13700
2007,Both sexes,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,29000
2007,Both sexes,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,26000
2007,Both sexes,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,25000
2007,Both sexes,Spouses,Family class - parent or grandparent,45 to 54 years,All income,21000
2007,Both sexes,Spouses,Family class - parent or grandparent,55 to 64 years,All income,22000
2007,Both sexes,Spouses,Family class - parent or grandparent,65 years and over,All income,41000
2007,Both sexes,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,17100
2007,Both sexes,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,18900
2007,Both sexes,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,19800
2007,Both sexes,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,19900
2007,Both sexes,Spouses,Humanitarian and compassionate cases,65 years and over,All income,12000
2007,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,15600
2007,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,25000
2007,Both sexes,Spouses,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,31000
2007,Both sexes,Spouses,Other immigrants,45 to 54 years,All income,31000
2007,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,11500
2007,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,18500
2007,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,25000
2007,Both sexes,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,47000
2007,Both sexes,Spouses,Refugee dependents,25 to 34 years,All income,19700
2007,Both sexes,Spouses,Refugee dependents,35 to 44 years,All income,23000
2007,Both sexes,Spouses,Refugee dependents,45 to 54 years,All income,26000
2007,Both sexes,Spouses,Refugees landed in Canada,25 to 34 years,All income,12700
2007,Both sexes,Spouses,Refugees landed in Canada,35 to 44 years,All income,15000
2007,Both sexes,Spouses,Refugees landed in Canada,45 to 54 years,All income,13900
2007,Both sexes,Spouses,Refugees landed in Canada,55 to 64 years,All income,13800
2007,Both sexes,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,9300
2007,Both sexes,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,17900
2007,Both sexes,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,29000
2007,Both sexes,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,31000
2007,Both sexes,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,25000
2007,Females,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,1950
2007,Females,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,5500
2007,Females,Dependents,Family class - parent or grandparent,20 to 24 years,All income,4800
2007,Females,Dependents,Family class - parent or grandparent,25 to 34 years,All income,13000
2007,Females,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,10100
2007,Females,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,16200
2007,Females,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,17400
2007,Females,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,5800
2007,Females,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,14400
2007,Females,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,18400
2007,Females,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,14500
2007,Females,Dependents,Refugee dependents,20 to 24 years,All income,14100
2007,Females,Dependents,Refugee dependents,25 to 34 years,All income,14800
2007,Females,Dependents,Refugees landed in Canada,20 to 24 years,All income,8700
2007,Females,Dependents,Refugees landed in Canada,25 to 34 years,All income,13800
2007,Females,Dependents,Refugees landed in Canada,35 to 44 years,All income,9900
2007,Females,Dependents,Refugees landed in Canada,45 to 54 years,All income,10500
2007,Females,Dependents,Refugees landed in Canada,Less than 20 years,All income,3500
2007,Females,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,4400
2007,Females,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,12200
2007,Females,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,9900
2007,Females,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,14100
2007,Females,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,52000
2007,Females,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,121000
2007,Females,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,49000
2007,Females,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,8400
2007,Females,Principal applicants,Family class - parent or grandparent,65 years and over,All income,13600
2007,Females,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,11400
2007,Females,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,15200
2007,Females,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,28000
2007,Females,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,27000
2007,Females,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,16500
2007,Females,Principal applicants,Family class - spouses and partners,65 years and over,All income,22000
2007,Females,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,11400
2007,Females,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,18100
2007,Females,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,21000
2007,Females,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,21000
2007,Females,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,18400
2007,Females,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,12100
2007,Females,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,14400
2007,Females,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,14500
2007,Females,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,14900
2007,Females,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,15400
2007,Females,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,16000
2007,Females,Principal applicants,"Live-in caregivers, principal applicants",65 years and over,All income,12000
2007,Females,Principal applicants,Other immigrants,25 to 34 years,All income,21000
2007,Females,Principal applicants,Other immigrants,35 to 44 years,All income,22000
2007,Females,Principal applicants,Other immigrants,45 to 54 years,All income,19700
2007,Females,Principal applicants,Other immigrants,55 to 64 years,All income,17100
2007,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,6500
2007,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,11500
2007,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,33000
2007,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,59000
2007,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,37000
2007,Females,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,7600
2007,Females,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,12800
2007,Females,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,12800
2007,Females,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,12200
2007,Females,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,9100
2007,Females,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,20000
2007,Females,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,24000
2007,Females,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,53000
2007,Females,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,90000
2007,Females,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,52000
2007,Females,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,31000
2007,Females,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,34000
2007,Females,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,8500
2007,Females,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,13600
2007,Females,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,26000
2007,Females,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,20000
2007,Females,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,26000
2007,Females,Spouses,Family class - parent or grandparent,45 to 54 years,All income,22000
2007,Females,Spouses,Family class - parent or grandparent,55 to 64 years,All income,12900
2007,Females,Spouses,Family class - parent or grandparent,65 years and over,All income,68000
2007,Females,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,16000
2007,Females,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,18000
2007,Females,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,19500
2007,Females,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,17400
2007,Females,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,18700
2007,Females,Spouses,Other immigrants,45 to 54 years,All income,23000
2007,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,10400
